Distance Rssi
5.116445266 -71.6573033708
7.56839022514 -77.0343137255
16.4704850202 -81.7
4.10946567816 -73.3548387097
15.4552268958 -84.6666666667
3.10836229549 -64.9806763285
5.54540813647 -82.5
14.44007313 -82.2
2.12147028261 -70.48
4.53694057708 -81.303030303
13.4250473966 -83.1428571429
1.18484942503 -69.7009803922
3.53279212522 -79.5846153846
12.4101811107 -82.4
0.6096 -54.4528301887
2.53809428509 -82.0
11.3955168729 -81.1698113208
1.80768786022 -77.125
3.10836229549 -72.9416666667
9.69658099126 -80.8
2.78532744933 -75.1984126984
2.12147028261 -71.5582329317
8.68282569905 -79.8695652174
3.78323599581 -70.0153061224
1.18484942503 -59.6818181818
7.66966448549 -79.86
4.78875894152 -79.5666666667
0.6096 -51.7158671587
6.65736858826 -77.5949367089
5.79793599482 -71.9574468085
1.18484942503 -66.7813765182
5.64640343227 -79.2222222222
7.34055605523 -82.5
2.63683319912 -70.2723577236
4.10946567816 -69.6330645161
8.3534726671 -83.0
3.63291042004 -78.0
3.10836229549 -71.0663507109
9.36705716861 -80.8888888889
4.63763936933 -73.6016949153
2.12147028261 -63.936
10.3811139287 -75.1637426901
5.64640343227 -73.4866071429
1.18484942503 -59.7450980392
11.3955168729 -69.2619047619
6.65736858826 -78.8434782609
0.6096 -51.7871485944
0.6096 -58.4761904762
3.10836229549 -70.4846938776
12.4101811107 -80.1830985915
1.18484942503 -60.671641791
2.12147028261 -66.8165938865
11.3955168729 -81.0161290323
2.12147028261 -64.33984375
1.18484942503 -62.6696428571
10.3811139287 -77.8294117647
3.10836229549 -75.4424242424
0.6096 -53.8154506438
9.36705716861 -77.5538461538
4.10946567816 -67.0833333333
1.18484942503 -51.4585152838
8.3534726671 -74.5714285714
5.116445266 -71.8533333333
2.12147028261 -70.2331838565
7.34055605523 -75.18
17.4858293255 -78.8723404255
14.44007313 -77.811023622
5.116445266 -74.9108280255
16.4704850202 -76.8449197861
13.4250473966 -76.7682926829
4.10946567816 -77.1176470588
15.4552268958 -77.9483870968
12.4101811107 -73.125
3.10836229549 -68.8873873874
14.44007313 -78.5
11.3955168729 -77.9813084112
2.12147028261 -71.2634146341
13.4250473966 -82.5357142857
10.3811139287 -77.1205673759
1.18484942503 -72.2777777778
12.4101811107 -82.84375
9.36705716861 -78.6923076923
0.6096 -53.3375
13.4250473966 -82.25
1.18484942503 -63.4149377593
14.44007313 -81.7317073171
11.3955168729 -82.6666666667
2.12147028261 -67.201793722
15.4552268958 -85.0
12.4101811107 -85.0
3.10836229549 -68.2363636364
16.4704850202 -81.0
13.4250473966 -81.2769230769
4.10946567816 -70.3619047619
0.6096 -69.4128440367
3.10836229549 -68.9476190476
12.4101811107 -79.0390625
1.18484942503 -58.3163636364
2.12147028261 -66.7548076923
11.3955168729 -80.7826086957
2.12147028261 -61.7116104869
1.18484942503 -72.6180904523
10.3811139287 -81.1578947368
3.10836229549 -63.5521235521
0.6096 -61.8215962441
9.36705716861 -72.285
4.10946567816 -70.5458167331
1.18484942503 -59.0837004405
8.3534726671 -80.4716981132
5.116445266 -75.0352941176
2.12147028261 -70.0142857143
7.34055605523 -74.4631578947
17.4858293255 -74.2844036697
14.44007313 -75.2077922078
5.116445266 -71.4519230769
16.4704850202 -74.9570815451
13.4250473966 -74.9100529101
4.10946567816 -74.244047619
15.4552268958 -76.6971830986
12.4101811107 -74.4812834225
3.10836229549 -64.889380531
14.44007313 -76.115942029
11.3955168729 -76.9435483871
2.12147028261 -65.7735042735
13.4250473966 -81.0
10.3811139287 -78.0533333333
1.18484942503 -68.9958158996
9.36705716861 -82.1
0.6096 -67.1610169492
13.4250473966 -84.0
10.3811139287 -76.9866666667
1.18484942503 -59.5352697095
14.44007313 -79.2033898305
11.3955168729 -81.2352941176
2.12147028261 -60.2809917355
15.4552268958 -82.7058823529
12.4101811107 -79.7
3.10836229549 -69.6971153846
16.4704850202 -77.6764705882
13.4250473966 -81.5454545455
4.10946567816 -65.9305555556
4.10946567816 -73.9274193548
7.56839022514 -77.9281437126
14.44007313 -79.0
3.10836229549 -74.1212121212
6.55620202556 -76.6432748538
13.4250473966 -81.6666666667
2.12147028261 -64.736318408
5.54540813647 -69.6009615385
12.4101811107 -80.2794117647
1.18484942503 -66.1386138614
4.53694057708 -66.3803418803
11.3955168729 -81.0196078431
0.6096 -51.6108597285
3.53279212522 -77.7050359712
10.3811139287 -78.819047619
1.18484942503 -63.2247706422
2.53809428509 -66.281938326
9.36705716861 -75.1869918699
13.4250473966 -72.125
7.66966448549 -73.075862069
7.13807790375 -73.6484848485
12.4101811107 -73.4143646409
6.65736858826 -66.668202765
6.12640417864 -65.7067307692
11.3955168729 -74.9567901235
5.64640343227 -57.9834710744
5.116445266 -76.7739726027
10.3811139287 -75.7516339869
4.63763936933 -51.192
4.10946567816 -69.9652173913
9.36705716861 -74.3157894737
3.63291042004 -68.017167382
3.10836229549 -71.3349282297
8.3534726671 -85.75
2.63683319912 -78.0272727273
2.12147028261 -63.4903846154
9.36705716861 -79.1818181818
3.63291042004 -72.422459893
1.18484942503 -61.9238095238
10.3811139287 -83.5
4.63763936933 -76.8759124088
0.6096 -54.7428571429
11.3955168729 -83.0
5.64640343227 -74.3989637306
1.18484942503 -68.9346733668
12.4101811107 -81.6666666667
6.65736858826 -78.7659574468
2.12147028261 -72.0105263158
