Distance Packets_Sent Packets_Received
1.2446 31.0 30
3.29231425596 32.0 19
1.60663784345 31.0 29
2.3828665846 32.0 28
11.4470617103 22.0 2
2.3828665846 31.0 26
1.60663784345 32.0 23
3.29231425596 31.0 28
1.2446 32.0 25
4.25030883113 31.0 28
1.60663784345 32.0 28
8.42365256881 17.0 2
5.23024178791 31.0 20
2.3828665846 32.0 27
7.42032210891 25.0 7
6.89505912955 31.0 9
3.93577077585 32.0 24
7.89650011081 29.0 2
4.91015572054 32.0 27
4.76288945074 27.0 26
8.90124146398 25.0 2
5.89859973214 31.0 10
3.791497741 25.0 20
6.89505912955 29.0 11
2.85136920093 26.0 22
7.89650011081 27.0 20
1.98737754843 27.0 18
1.2446 30.0 30
10.4376694429 27.0 7
1.60663784345 29.0 29
11.4470617103 28.0 2
2.3828665846 27.0 24
15.4932712943 4.0 2
3.29231425596 28.0 26
13.4688275139 23.0 2
4.25030883113 29.0 29
5.23024178791 32.0 17
4.75251580113 30.0 24
7.93594536776 27.0 6
4.25030883113 26.0 2
6.64538952959 30.0 24
15.4932712943 22.0 1
3.91926197644 30.0 27
6.97728337392 32.0 11
3.29231425596 34.0 24
14.4807848199 17.0 1
3.19363968537 30.0 27
6.03740421705 28.0 19
2.3828665846 34.0 25
13.4688275139 29.0 12
2.66506405927 31.0 29
5.12664881575 19.0 13
11.642873489 14.0 5
1.60663784345 33.0 25
3.69567817863 32.0 22
2.4638 30.0 30
4.26372120102 31.0 26
10.6520526041 19.0 9
1.2446 33.0 25
2.76031512694 28.0 9
11.4470617103 8.0 1
2.66506405927 30.0 29
3.48433937497 26.0 7
9.66646048355 24.0 2
12.4575283343 32.0 11
7.74604223588 30.0 26
13.6356369811 24.0 9
8.03258685605 31.0 28
7.52667618807 29.0 13
11.4470617103 33.0 15
6.74521856725 29.0 26
12.6376933607 30.0 4
7.07242920078 31.0 30
6.57506855021 31.0 17
10.4376694429 32.0 14
5.74972075148 31.0 29
7.22008124331 5.0 1
11.642873489 30.0 16
6.13029934016 30.0 28
5.6459463724 25.0 9
9.42969654867 33.0 19
4.76288945074 32.0 31
10.6520526041 30.0 20
5.21597519166 31.0 29
4.75251580113 31.0 28
8.42365256881 30.0 13
3.791497741 32.0 27
5.23024178791 23.0 13
9.66646048355 15.0 11
4.34703765799 30.0 28
3.91926197644 31.0 26
7.42032210891 32.0 17
2.85136920093 31.0 31
4.25030883113 29.0 20
8.68787683384 31.0 16
3.55690702718 31.0 24
3.19363968537 32.0 27
3.791497741 29.0 14
3.29231425596 30.0 24
9.66646048355 11.0 1
4.34703765799 31.0 17
2.66506405927 31.0 30
9.42969654867 31.0 9
4.76288945074 31.0 24
2.3828665846 29.0 29
10.6520526041 30.0 2
5.21597519166 30.0 20
2.4638 32.0 26
10.4376694429 31.0 14
1.60663784345 29.0 28
6.13029934016 31.0 18
2.66506405927 32.0 30
11.4470617103 34.0 8
6.74521856725 31.0 28
1.2446 29.0 28
12.6376933607 1.0 1
7.07242920078 31.0 30
3.19363968537 30.0 22
5.6459463724 33.0 20
16.6425831853 10.0 2
4.25030883113 30.0 25
4.75251580113 33.0 25
6.97728337392 16.0 1
3.29231425596 24.0 15
6.64538952959 30.0 5
13.4688275139 31.0 13
3.91926197644 34.0 23
6.03740421705 1.0 1
2.3828665846 31.0 25
5.65057239578 31.0 6
12.4575283343 31.0 4
3.19363968537 33.0 22
5.12664881575 31.0 19
13.6356369811 30.0 21
1.60663784345 30.0 29
4.66489515423 31.0 25
11.4470617103 25.0 9
2.66506405927 33.0 17
4.26372120102 30.0 22
12.6376933607 25.0 1
1.2446 30.0 26
3.69567817863 32.0 21
10.4376694429 12.0 1
2.4638 33.0 25
3.48433937497 32.0 24
11.642873489 30.0 11
1.60663784345 30.0 27
2.76031512694 32.0 16
9.42969654867 26.0 4
12.6376933607 34.0 27
8.03258685605 32.0 32
9.47011332773 28.0 17
13.4688275139 30.0 28
7.74604223588 31.0 28
