Distance Rssi
5.1106415879 -66.9666666667
4.34659239405 -69.8076923077
7.22597635479 -78.375
3.70561539289 -75.5294117647
6.32317172628 -78.9285714286
12.7766797127 -83.5
3.26110678145 -76.0
5.46029111678 -81.6666666667
11.7935895333 -80.4444444444
3.0988 -70.0689655172
4.6595675207 -78.0
3.26110678145 -69.5909090909
3.95889781126 -80.1666666667
4.12177125518 -80.0
4.34659239405 -77.8571428571
4.85219784015 -75.0625
3.70561539289 -76.75
7.31788943617 -78.6
5.67125748666 -80.6
3.26110678145 -67.7407407407
6.41192802517 -75.3636363636
3.0988 -70.8571428571
5.54424460139 -75.9473684211
7.45623046049 -81.0
3.26110678145 -68.1071428571
4.73592518944 -75.8636363636
8.8888387813 -78.5
4.02291419247 -76.8333333333
3.70561539289 -72.25
4.73592518944 -78.3333333333
3.26110678145 -74.7777777778
5.54424460139 -77.3913043478
3.0988 -71.2142857143
6.41192802517 -81.6666666667
3.26110678145 -73.44
7.31788943617 -80.0
3.70561539289 -67.5666666667
5.95054295338 -72.0869565217
5.1106415879 -80.25
7.22597635479 -83.0
4.34659239405 -77.8333333333
6.32317172628 -77.7222222222
3.70561539289 -66.9565217391
13.7645503697 -80.8333333333
3.26110678145 -74.0
4.6595675207 -81.2857142857
12.7766797127 -81.125
3.0988 -66.56
3.95889781126 -77.0952380952
11.7935895333 -80.8666666667
12.7766797127 -68.4230769231
8.24952741677 -75.4782608696
9.65480696027 -82.5
11.7935895333 -74.7916666667
7.31788943617 -66.4074074074
8.69867492438 -77.9333333333
10.8165833644 -73.0869565217
6.41192802517 -68.75
7.75777709399 -81.8
9.84747222794 -74.7826086957
5.54424460139 -61.8620689655
6.83840459757 -76.28
8.8888387813 -76.4545454545
4.73592518944 -66.5517241379
5.95054295338 -75.2962962963
4.02291419247 -76.5384615385
5.1106415879 -66.2857142857
4.73592518944 -78.2941176471
4.34659239405 -75.1785714286
5.54424460139 -81.3333333333
3.70561539289 -77.3571428571
6.41192802517 -81.6666666667
3.26110678145 -70.0740740741
3.0988 -62.25
