Distance Packets_Sent Packets_Received
5.116445266 70.0 43
7.56839022514 53.0 1
16.4704850202 53.0 1
4.10946567816 70.0 45
6.55620202556 53.0 1
15.4552268958 53.0 1
3.10836229549 70.0 54
5.54540813647 53.0 7
14.44007313 53.0 1
2.12147028261 70.0 47
4.53694057708 53.0 4
13.4250473966 53.0 1
1.18484942503 70.0 65
3.53279212522 53.0 3
12.4101811107 53.0 1
0.6096 70.0 42
2.53809428509 53.0 2
11.3955168729 53.0 1
1.80768786022 70.0 10
3.10836229549 53.0 33
9.69658099126 53.0 2
2.78532744933 70.0 44
2.12147028261 53.0 48
8.68282569905 53.0 3
3.78323599581 70.0 35
1.18484942503 53.0 46
7.66966448549 53.0 1
4.78875894152 70.0 11
0.6096 53.0 52
6.65736858826 53.0 8
5.79793599482 70.0 22
1.18484942503 53.0 32
5.64640343227 53.0 1
7.34055605523 70.0 1
2.63683319912 53.0 35
4.10946567816 53.0 46
8.3534726671 70.0 16
3.63291042004 53.0 10
3.10836229549 53.0 50
9.36705716861 70.0 3
4.63763936933 53.0 4
2.12147028261 53.0 45
10.3811139287 70.0 8
5.64640343227 53.0 8
1.18484942503 53.0 42
11.3955168729 70.0 1
6.65736858826 53.0 17
0.6096 53.0 45
0.6096 66.0 62
3.10836229549 65.0 48
12.4101811107 59.0 38
1.18484942503 66.0 55
2.12147028261 65.0 55
11.3955168729 59.0 18
2.12147028261 66.0 54
1.18484942503 65.0 61
10.3811139287 59.0 25
3.10836229549 66.0 56
0.6096 65.0 61
9.36705716861 59.0 37
4.10946567816 66.0 53
1.18484942503 65.0 60
8.3534726671 59.0 33
5.116445266 66.0 47
2.12147028261 65.0 60
7.34055605523 59.0 27
17.4858293255 66.0 10
14.44007313 65.0 35
5.116445266 59.0 51
16.4704850202 66.0 31
13.4250473966 65.0 49
4.10946567816 59.0 53
15.4552268958 66.0 12
12.4101811107 65.0 14
3.10836229549 59.0 54
14.44007313 66.0 21
11.3955168729 65.0 46
2.12147028261 59.0 36
13.4250473966 66.0 31
10.3811139287 65.0 7
1.18484942503 59.0 53
12.4101811107 66.0 10
9.36705716861 65.0 11
0.6096 59.0 52
13.4250473966 66.0 1
10.3811139287 65.0 1
1.18484942503 59.0 48
14.44007313 66.0 8
11.3955168729 65.0 12
2.12147028261 59.0 51
15.4552268958 66.0 2
12.4101811107 65.0 1
3.10836229549 59.0 37
16.4704850202 66.0 1
13.4250473966 65.0 8
4.10946567816 59.0 49
0.6096 66.0 58
3.10836229549 65.0 54
12.4101811107 59.0 2
1.18484942503 66.0 52
2.12147028261 65.0 52
11.3955168729 59.0 37
2.12147028261 66.0 58
1.18484942503 65.0 52
10.3811139287 59.0 45
3.10836229549 66.0 60
0.6096 65.0 60
9.36705716861 59.0 38
4.10946567816 66.0 51
1.18484942503 65.0 60
8.3534726671 59.0 39
5.116445266 66.0 42
2.12147028261 65.0 54
7.34055605523 59.0 22
17.4858293255 66.0 59
14.44007313 65.0 57
5.116445266 59.0 50
16.4704850202 66.0 25
13.4250473966 65.0 55
4.10946567816 59.0 39
15.4552268958 66.0 51
12.4101811107 65.0 54
3.10836229549 59.0 48
14.44007313 66.0 46
11.3955168729 65.0 48
2.12147028261 59.0 41
13.4250473966 66.0 8
10.3811139287 65.0 19
1.18484942503 59.0 47
12.4101811107 66.0 3
9.36705716861 65.0 17
0.6096 59.0 52
13.4250473966 66.0 5
10.3811139287 65.0 29
1.18484942503 59.0 48
14.44007313 66.0 2
11.3955168729 65.0 10
2.12147028261 59.0 51
15.4552268958 66.0 9
12.4101811107 65.0 37
3.10836229549 59.0 48
16.4704850202 66.0 22
13.4250473966 65.0 33
4.10946567816 59.0 47
4.10946567816 54.0 47
7.56839022514 54.0 14
14.44007313 51.0 14
3.10836229549 54.0 49
6.55620202556 54.0 15
13.4250473966 51.0 2
2.12147028261 54.0 46
5.54540813647 54.0 43
12.4101811107 51.0 18
1.18484942503 54.0 49
4.53694057708 54.0 23
11.3955168729 51.0 37
0.6096 54.0 47
3.53279212522 54.0 42
10.3811139287 51.0 31
1.18484942503 54.0 45
2.53809428509 54.0 8
9.36705716861 51.0 39
13.4250473966 54.0 50
7.66966448549 54.0 40
7.13807790375 51.0 46
12.4101811107 54.0 46
6.65736858826 54.0 40
6.12640417864 51.0 39
11.3955168729 54.0 31
5.64640343227 54.0 47
5.116445266 51.0 42
10.3811139287 54.0 36
4.63763936933 54.0 43
4.10946567816 51.0 45
9.36705716861 54.0 44
3.63291042004 54.0 47
3.10836229549 51.0 42
8.3534726671 54.0 20
2.63683319912 54.0 34
2.12147028261 51.0 39
9.36705716861 54.0 7
3.63291042004 54.0 22
1.18484942503 51.0 43
10.3811139287 54.0 1
4.63763936933 54.0 2
0.6096 51.0 46
11.3955168729 54.0 6
5.64640343227 54.0 13
1.18484942503 51.0 40
12.4101811107 54.0 1
6.65736858826 54.0 1
2.12147028261 51.0 43
