Distance Packets_Sent Packets_Received
5.1106415879 263.0 162
8.15545706138 305.0 15
14.7562414347 162.0 15
4.34659239405 246.0 123
7.22597635479 289.0 9
3.70561539289 263.0 171
6.32317172628 321.0 190
12.7766797127 50.0 1
3.26110678145 263.0 170
5.46029111678 309.0 178
11.7935895333 33.0 1
3.0988 263.0 186
4.6595675207 321.0 145
3.26110678145 261.0 170
3.95889781126 321.0 157
9.84747222794 158.0 19
4.12177125518 263.0 108
4.34659239405 320.0 176
8.24952741677 162.0 9
4.85219784015 260.0 147
3.70561539289 320.0 219
7.31788943617 181.0 13
5.67125748666 206.0 53
3.26110678145 321.0 221
6.41192802517 262.0 103
6.54576283408 230.0 83
3.0988 320.0 180
5.54424460139 255.0 33
7.45623046049 109.0 17
3.26110678145 320.0 232
4.73592518944 265.0 112
8.8888387813 44.0 2
4.02291419247 320.0 180
3.70561539289 273.0 209
9.84747222794 23.0 1
4.73592518944 320.0 92
3.26110678145 274.0 206
10.8165833644 89.0 1
5.54424460139 320.0 204
3.0988 270.0 205
11.7935895333 99.0 1
6.41192802517 320.0 42
3.26110678145 271.0 170
12.7766797127 91.0 22
7.31788943617 299.0 16
3.70561539289 271.0 187
5.95054295338 122.0 13
5.1106415879 273.0 206
7.22597635479 19.0 3
15.7510313212 9.0 1
4.34659239405 259.0 135
6.32317172628 321.0 19
14.7562414347 25.0 1
3.70561539289 272.0 198
5.46029111678 321.0 12
13.7645503697 164.0 6
3.26110678145 273.0 197
4.6595675207 326.0 111
12.7766797127 174.0 17
3.0988 272.0 111
3.95889781126 20.0 4
11.7935895333 312.0 27
12.7766797127 274.0 173
8.24952741677 326.0 215
9.65480696027 301.0 46
11.7935895333 257.0 69
7.31788943617 326.0 247
8.69867492438 308.0 53
10.8165833644 274.0 187
6.41192802517 326.0 247
7.75777709399 313.0 137
9.84747222794 273.0 188
5.54424460139 326.0 175
6.83840459757 235.0 57
8.8888387813 271.0 188
4.73592518944 326.0 216
5.95054295338 314.0 129
4.02291419247 325.0 55
5.1106415879 314.0 212
8.8888387813 259.0 32
4.73592518944 326.0 194
4.34659239405 315.0 243
9.84747222794 255.0 28
5.54424460139 324.0 27
3.70561539289 315.0 211
10.8165833644 219.0 24
6.41192802517 152.0 13
3.26110678145 314.0 252
7.31788943617 322.0 29
3.0988 315.0 208
