Distance Rssi
5.1106415879 -75.5987654321
8.15545706138 -81.4666666667
14.7562414347 -82.0666666667
4.34659239405 -77.1219512195
7.22597635479 -81.3333333333
3.70561539289 -73.5964912281
6.32317172628 -76.5842105263
12.7766797127 -86.0
3.26110678145 -72.4588235294
5.46029111678 -76.7247191011
11.7935895333 -70.0
3.0988 -70.064516129
4.6595675207 -77.3379310345
3.26110678145 -70.7470588235
3.95889781126 -77.2929936306
9.84747222794 -82.5789473684
4.12177125518 -77.8703703704
4.34659239405 -75.7045454545
8.24952741677 -82.7777777778
4.85219784015 -77.2925170068
3.70561539289 -69.9406392694
7.31788943617 -80.6923076923
5.67125748666 -80.8490566038
3.26110678145 -72.149321267
6.41192802517 -78.7378640777
6.54576283408 -79.8554216867
3.0988 -73.05
5.54424460139 -80.2727272727
7.45623046049 -81.2352941176
3.26110678145 -69.6982758621
4.73592518944 -78.0714285714
8.8888387813 -85.0
4.02291419247 -75.8833333333
3.70561539289 -67.5885167464
9.84747222794 -70.0
4.73592518944 -79.25
3.26110678145 -68.5631067961
10.8165833644 -80.0
5.54424460139 -72.7892156863
3.0988 -68.2097560976
11.7935895333 -85.0
6.41192802517 -79.5476190476
3.26110678145 -74.2470588235
12.7766797127 -81.0909090909
7.31788943617 -81.625
3.70561539289 -74.7700534759
5.95054295338 -78.4615384615
5.1106415879 -72.3495145631
7.22597635479 -83.0
15.7510313212 -85.0
4.34659239405 -75.8148148148
6.32317172628 -80.4210526316
14.7562414347 -85.0
3.70561539289 -70.7525252525
5.46029111678 -81.25
13.7645503697 -83.5
3.26110678145 -68.0
4.6595675207 -80.0540540541
12.7766797127 -83.1176470588
3.0988 -74.7567567568
3.95889781126 -82.25
11.7935895333 -83.2962962963
12.7766797127 -70.6878612717
8.24952741677 -74.823255814
9.65480696027 -80.652173913
11.7935895333 -78.4492753623
7.31788943617 -71.6234817814
8.69867492438 -79.4150943396
10.8165833644 -73.8502673797
6.41192802517 -66.016194332
7.75777709399 -77.6204379562
9.84747222794 -72.0531914894
5.54424460139 -76.0971428571
6.83840459757 -79.8947368421
8.8888387813 -73.1968085106
4.73592518944 -74.6157407407
5.95054295338 -78.2635658915
4.02291419247 -81.9636363636
5.1106415879 -74.6603773585
8.8888387813 -81.84375
4.73592518944 -77.3453608247
4.34659239405 -71.7613168724
9.84747222794 -81.2857142857
5.54424460139 -81.5925925926
3.70561539289 -73.327014218
10.8165833644 -81.0416666667
6.41192802517 -82.1538461538
3.26110678145 -68.4682539683
7.31788943617 -83.3103448276
3.0988 -72.6201923077
