Distance Packets_Sent Packets_Received
5.1106415879 31.0 30
4.34659239405 30.0 26
7.22597635479 31.0 16
3.70561539289 29.0 17
6.32317172628 32.0 14
12.7766797127 17.0 2
3.26110678145 25.0 8
5.46029111678 31.0 6
11.7935895333 28.0 9
3.0988 31.0 29
4.6595675207 20.0 7
3.26110678145 31.0 22
3.95889781126 29.0 6
4.12177125518 20.0 5
4.34659239405 31.0 14
4.85219784015 27.0 16
3.70561539289 32.0 8
7.31788943617 20.0 15
5.67125748666 25.0 5
3.26110678145 31.0 27
6.41192802517 31.0 22
3.0988 31.0 14
5.54424460139 30.0 19
7.45623046049 8.0 1
3.26110678145 31.0 28
4.73592518944 31.0 22
8.8888387813 28.0 6
4.02291419247 31.0 12
3.70561539289 31.0 24
4.73592518944 30.0 3
3.26110678145 31.0 18
5.54424460139 32.0 23
3.0988 31.0 28
6.41192802517 29.0 3
3.26110678145 31.0 25
7.31788943617 25.0 3
3.70561539289 31.0 30
5.95054295338 33.0 23
5.1106415879 26.0 4
7.22597635479 7.0 1
4.34659239405 33.0 18
6.32317172628 31.0 18
3.70561539289 32.0 23
13.7645503697 30.0 12
3.26110678145 32.0 22
4.6595675207 29.0 7
12.7766797127 26.0 8
3.0988 34.0 25
3.95889781126 30.0 21
11.7935895333 30.0 15
12.7766797127 34.0 26
8.24952741677 30.0 23
9.65480696027 27.0 2
11.7935895333 33.0 24
7.31788943617 31.0 27
8.69867492438 26.0 15
10.8165833644 34.0 23
6.41192802517 32.0 28
7.75777709399 30.0 5
9.84747222794 32.0 23
5.54424460139 31.0 29
6.83840459757 30.0 25
8.8888387813 33.0 22
4.73592518944 31.0 29
5.95054295338 30.0 27
4.02291419247 30.0 26
5.1106415879 30.0 28
4.73592518944 31.0 17
4.34659239405 29.0 28
5.54424460139 28.0 6
3.70561539289 28.0 14
6.41192802517 29.0 12
3.26110678145 30.0 27
3.0988 30.0 28
