Distance Packets_Sent Packets_Received
5.1106415879 329.0 209
8.15545706138 347.0 80
4.34659239405 328.0 156
7.22597635479 12.0 1
3.70561539289 329.0 223
6.32317172628 226.0 2
3.26110678145 321.0 181
5.46029111678 341.0 17
3.0988 329.0 177
4.6595675207 348.0 109
10.8165833644 137.0 1
3.26110678145 283.0 151
3.95889781126 346.0 62
4.12177125518 328.0 96
4.34659239405 346.0 69
8.24952741677 133.0 2
4.85219784015 299.0 60
3.70561539289 349.0 95
7.31788943617 68.0 3
5.67125748666 292.0 103
3.26110678145 248.0 138
6.41192802517 196.0 51
6.54576283408 293.0 23
3.0988 349.0 263
5.54424460139 198.0 74
7.45623046049 214.0 1
3.26110678145 348.0 219
4.73592518944 231.0 50
8.8888387813 218.0 1
4.02291419247 349.0 148
3.70561539289 216.0 143
4.73592518944 349.0 176
3.26110678145 235.0 171
5.54424460139 349.0 115
3.0988 234.0 172
6.41192802517 349.0 164
3.26110678145 235.0 168
7.31788943617 262.0 56
3.70561539289 229.0 104
5.95054295338 296.0 50
5.1106415879 305.0 171
15.7510313212 70.0 2
4.34659239405 306.0 204
6.32317172628 158.0 4
3.70561539289 198.0 79
5.46029111678 263.0 93
3.26110678145 306.0 171
4.6595675207 111.0 5
3.0988 304.0 215
3.95889781126 215.0 16
12.7766797127 230.0 22
8.24952741677 270.0 112
9.65480696027 130.0 14
11.7935895333 131.0 74
7.31788943617 270.0 209
8.69867492438 276.0 8
10.8165833644 304.0 103
6.41192802517 196.0 67
7.75777709399 24.0 4
9.84747222794 302.0 77
5.54424460139 258.0 38
6.83840459757 150.0 27
8.8888387813 305.0 60
4.73592518944 223.0 15
5.95054295338 82.0 2
7.94447685376 270.0 2
4.02291419247 271.0 142
5.1106415879 198.0 63
8.8888387813 82.0 2
4.34659239405 287.0 125
5.54424460139 208.0 18
3.70561539289 149.0 41
10.8165833644 305.0 10
6.41192802517 155.0 1
3.26110678145 287.0 211
7.31788943617 225.0 35
3.0988 289.0 173
