Distance Packets_Sent Packets_Received
1.2446 431.0 301
3.29231425596 280.0 218
1.60663784345 430.0 345
2.3828665846 281.0 202
2.3828665846 431.0 348
1.60663784345 281.0 204
3.29231425596 421.0 176
1.2446 282.0 228
9.42969654867 19.0 2
4.25030883113 430.0 254
1.60663784345 228.0 112
8.42365256881 308.0 158
5.23024178791 429.0 135
2.3828665846 278.0 219
7.42032210891 247.0 5
6.89505912955 72.0 6
3.93577077585 83.0 2
5.74972075148 311.0 126
7.89650011081 410.0 22
4.91015572054 86.0 3
4.76288945074 307.0 152
8.90124146398 134.0 28
5.89859973214 265.0 18
3.791497741 314.0 167
9.90827922497 429.0 27
2.85136920093 315.0 172
7.89650011081 279.0 138
1.98737754843 249.0 28
9.42969654867 104.0 3
1.2446 319.0 244
1.60663784345 322.0 262
2.3828665846 319.0 243
15.4932712943 415.0 40
3.29231425596 317.0 234
16.5061895603 411.0 58
4.25030883113 318.0 156
5.23024178791 181.0 29
4.75251580113 329.0 122
7.93594536776 329.0 25
4.25030883113 303.0 129
6.64538952959 242.0 44
3.91926197644 329.0 175
6.97728337392 349.0 176
13.6356369811 1.0 1
3.29231425596 306.0 173
3.19363968537 329.0 199
6.03740421705 247.0 17
2.3828665846 305.0 227
4.66489515423 14.0 2
2.66506405927 328.0 212
5.12664881575 262.0 25
11.642873489 81.0 14
1.60663784345 306.0 247
3.69567817863 254.0 52
2.4638 329.0 217
4.26372120102 349.0 221
10.6520526041 21.0 6
1.2446 305.0 215
2.76031512694 226.0 11
11.4470617103 137.0 10
2.66506405927 329.0 240
3.48433937497 346.0 210
9.66646048355 39.0 5
12.4575283343 300.0 61
7.74604223588 271.0 182
13.6356369811 326.0 145
8.03258685605 349.0 232
7.52667618807 162.0 56
11.4470617103 284.0 60
6.74521856725 271.0 207
8.22273757091 142.0 6
12.6376933607 294.0 55
7.07242920078 349.0 176
6.57506855021 186.0 74
10.4376694429 306.0 151
5.74972075148 271.0 168
7.22008124331 84.0 17
11.642873489 290.0 86
6.13029934016 348.0 275
5.6459463724 233.0 126
9.42969654867 102.0 25
4.76288945074 270.0 223
6.22175579399 186.0 14
