Timestamp Beacon
0.2776 31
0.507754 5
0.665215 21
0.67709 8
0.708892 1
0.766036 2
0.823695 4
0.883472 55
0.936257 53
1.123155 3
1.278593 31
1.515821 5
1.769596 2
1.832626 4
1.885473 55
1.944669 53
2.127587 3
2.283156 31
2.546893 28
2.581325 26
2.670166 21
2.692017 8
2.834019 4
2.945055 53
3.130248 3
3.29306 31
3.365625 27
3.526064 5
3.6787 21
3.69292 8
3.891338 55
4.139593 3
4.372687 27
4.526075 5
4.693853 8
4.724677 1
4.948573 53
5.142682 3
5.685696 21
5.700005 8
5.733109 1
5.906235 55
5.952255 53
6.38431 27
6.538608 5
6.740443 1
6.915041 55
6.952579 53
7.156671 3
7.386733 27
7.71011 8
7.747196 1
7.924855 55
7.959374 53
8.161072 3
8.539428 46
8.550866 5
8.75273 1
8.930213 55
8.968518 53
9.163062 3
9.425331 20
9.559695 5
9.704388 21
9.725251 8
9.973054 53
10.171888 3
10.76642 1
10.810293 2
10.871319 4
11.178577 3
11.415135 27
11.419527 6
11.56405 5
11.591516 28
11.748363 29
11.772075 1
11.88147 4
11.937987 55
11.986551 53
12.042242 30
12.087342 9
12.184809 3
12.42024 6
12.567289 46
12.56998 5
12.701183 50
12.717903 21
12.756459 29
12.889364 4
12.945298 55
12.994719 53
13.087995 9
13.344768 31
13.420495 6
13.421198 16
13.433562 27
13.443593 20
13.536046 10
13.570143 5
13.757108 29
13.895639 4
13.89743 44
13.946384 55
14.00255 53
14.043266 30
14.399787 11
14.426945 6
14.451539 20
14.575677 5
14.673247 35
14.748074 8
14.765723 29
14.821141 56
14.898375 4
14.899518 44
15.049195 30
15.197584 3
15.224686 54
15.312064 7
15.43489 6
15.453197 20
15.577732 5
15.750899 8
15.770369 29
15.900257 4
15.962562 55
16.012334 19
16.094987 9
16.147804 12
16.202992 3
16.314823 7
16.360056 52
16.406787 17
16.444697 6
16.625535 28
16.752137 8
16.779319 29
16.841534 2
16.964655 55
17.017139 19
17.055285 30
17.102047 9
17.237183 54
17.317308 7
17.362228 31
17.368587 52
17.446996 6
17.504631 57
17.595788 5
17.759387 8
17.968976 55
18.10922 32
18.318816 7
18.362581 31
18.443401 16
18.449509 6
18.596042 5
18.76206 8
18.970214 55
19.011279 18
19.02736 19
19.063938 30
19.109272 9
19.118022 32
19.320599 7
19.445003 16
19.455989 6
19.76342 8
19.849096 56
20.012845 18
20.030059 19
20.06416 30
20.097683 59
20.118865 9
20.126396 32
20.329767 7
20.379702 31
20.426485 17
20.463721 6
20.577821 10
20.766733 8
20.831837 15
20.849291 56
21.06606 30
21.109591 36
21.122782 9
21.134221 32
21.158408 12
21.337928 7
21.442607 11
21.468736 6
21.770443 8
21.85321 56
21.990681 55
22.075742 30
22.130026 9
22.136125 32
22.1584 12
22.222042 3
22.338856 7
22.395725 31
22.444063 11
22.473935 6
22.593358 10
22.661427 28
22.7722 8
22.854077 56
22.872163 2
22.937749 4
22.996924 55
23.142821 32
23.346407 7
23.450955 16
23.473946 6
23.497634 40
23.547068 33
23.60076 10
23.633048 5
23.778076 8
23.815143 29
24.091994 30
24.145825 32
24.352675 7
24.55294 33
24.601784 10
24.879525 2
25.012584 55
25.144341 9
25.408256 31
25.787846 8
25.881222 2
26.152226 9
26.289101 54
26.411904 31
26.556784 57
26.643455 5
26.67502 28
26.789359 8
26.885788 2
27.020645 55
27.154129 9
27.295273 54
27.366599 7
27.41787 31
27.610044 10
27.79493 8
27.84394 1
27.877545 56
27.889041 2
27.931636 60
28.020876 55
28.104478 30
28.152584 9
28.173431 32
28.303643 54
28.373295 7
28.419657 31
28.462951 17
28.618667 10
28.650921 5
28.797755 8
28.893516 2
28.937934 60
29.030933 55
29.161499 9
29.1797 32
29.245797 3
29.374681 7
29.425624 31
29.463916 17
29.579528 57
29.620759 10
29.65676 5
29.730803 26
29.800427 8
29.862085 1
29.887702 56
29.898081 2
29.941028 60
30.080152 19
30.161365 9
30.188959 32
30.311074 54
30.377959 7
30.467292 17
30.485334 16
30.519673 6
30.665558 5
30.734202 26
30.809691 8
30.867465 1
30.895984 56
30.901823 2
31.039177 55
31.113505 30
31.164329 9
31.193122 32
31.250601 3
31.378399 7
31.47378 17
31.4818 11
31.523742 6
31.630986 10
31.671123 5
31.817795 8
