Timestamp Beacon
0.006845 2
0.017832 52
0.0282 48
0.036331 28
0.037755 47
0.057869 18
0.119061 46
0.151375 20
0.152729 3
0.228046 25
0.229756 8
0.261621 9
0.287182 44
0.288222 16
0.295671 19
0.310918 32
0.317445 50
0.322652 1
0.323662 58
0.326124 54
0.33827 29
0.341601 49
0.349817 26
0.353599 10
0.361629 4
0.367135 53
0.380454 31
0.387771 6
0.400802 21
0.428801 5
0.440932 43
0.456877 24
0.460084 55
0.481484 11
0.487385 51
0.514849 2
0.518634 52
0.530984 48
0.540364 28
0.546157 47
0.562359 18
0.573656 35
0.582148 12
0.617713 38
0.6227 46
0.658164 3
0.659833 20
0.730832 8
0.737119 25
0.764892 9
0.789019 44
0.811474 32
0.824443 50
0.835771 54
0.845512 23
0.846483 29
0.847349 49
0.856018 10
0.858154 26
0.861639 4
0.86861 53
0.884307 31
0.889454 56
0.896504 27
0.897541 6
0.904443 21
0.935459 5
0.937063 59
0.943503 43
0.962321 55
0.99065 11
0.993163 51
1.021205 52
1.024807 2
1.039254 15
1.041031 48
1.048792 28
1.05523 47
1.062669 18
1.078758 35
1.130123 46
1.166773 3
1.169543 20
1.235236 8
1.247016 25
1.274662 9
1.297631 44
1.301299 16
1.318255 32
1.330779 1
1.338125 54
1.338779 58
1.346832 23
1.354896 49
1.35668 29
1.361333 26
1.368881 4
1.377957 53
1.390419 31
1.400873 6
1.402278 27
1.406162 21
1.443368 5
1.472247 55
1.494384 11
1.497812 51
1.528781 52
1.531347 2
1.546226 48
1.557498 47
1.558135 28
1.563589 18
1.581114 35
1.590805 12
1.632968 46
1.671353 3
1.707365 34
1.744613 8
1.755906 25
1.776621 9
1.798492 44
1.810675 16
1.82052 32
1.830814 1
1.833281 50
1.843033 36
1.843622 54
1.853522 23
1.862322 10
1.8659 29
1.870067 26
1.874628 4
1.882514 53
1.892197 31
1.903411 6
1.908693 27
1.915692 21
1.950376 59
1.959876 43
1.980922 55
2.001575 51
2.003917 11
2.032119 2
2.033489 52
2.048949 48
2.063664 28
2.064387 18
2.118444 7
2.130036 38
2.139476 46
2.178953 20
2.181397 3
2.246086 8
2.25613 25
2.279739 9
2.304328 44
2.31288 19
2.327239 32
2.335029 50
2.345143 36
2.349577 54
2.362452 10
2.363326 23
2.365415 49
2.374174 29
2.375382 26
2.382768 53
2.398491 31
2.403966 6
2.413338 27
2.420828 21
2.453523 59
2.479983 24
2.483128 55
2.502989 51
2.513144 11
2.53457 2
2.537495 52
2.550452 48
2.567545 28
2.571586 47
2.595892 12
2.640856 46
2.683688 3
2.685214 20
2.749635 8
2.763189 25
2.78951 9
2.805738 44
2.81719 19
2.829657 32
2.839185 1
2.841935 50
2.855583 58
2.856935 54
2.861456 33
2.864048 10
2.871237 23
2.882082 29
2.882834 26
2.885146 4
2.890926 53
2.907807 31
2.913706 6
2.916365 27
2.925995 21
2.954718 59
2.976554 43
2.983961 55
3.012093 51
3.016178 14
3.022341 11
3.037534 52
3.042666 2
3.051192 48
3.065586 18
3.072098 28
3.073121 47
3.094438 35
3.12514 7
3.139909 38
3.14245 46
3.190985 3
3.195229 20
3.254038 8
3.270217 25
3.295131 9
3.314564 44
3.33363 32
3.341204 1
3.345545 50
3.355407 36
3.357457 54
3.3645 58
3.369 10
3.371595 33
3.377867 23
3.379381 49
3.389278 26
3.391412 4
3.393957 53
3.410317 31
3.410907 56
3.417221 6
3.419545 27
3.426005 21
3.456828 59
3.462523 5
3.484791 24
3.486755 43
3.487753 55
3.514362 51
3.528119 11
3.544347 52
3.551708 2
3.559621 48
3.566445 18
3.578257 47
3.580678 28
3.603263 35
3.604 12
3.629572 7
3.646814 38
3.652498 46
3.694619 3
3.699354 20
3.757282 8
3.770502 25
3.799043 9
3.823432 16
3.841418 32
3.849339 50
3.850364 1
3.866922 54
3.875142 10
3.883855 23
3.895633 4
3.897066 26
3.897989 29
3.89949 53
3.912217 31
3.918847 56
3.922231 6
3.92773 27
3.929646 21
3.961593 59
3.966464 5
3.987801 43
3.988739 55
3.990995 24
4.014738 51
4.03164 11
4.034862 14
4.045087 52
4.060751 2
4.061917 48
4.065069 15
4.074444 18
4.086904 47
4.090815 28
4.105894 35
4.111915 12
4.132965 7
4.160866 46
4.200214 20
4.257382 8
4.277775 25
4.305915 9
4.33133 44
4.348382 32
4.351484 50
4.355892 1
4.370801 54
4.378488 58
4.400001 26
4.404767 4
4.40902 53
4.417444 31
4.426386 6
4.433164 21
4.469277 5
4.493912 43
4.500952 24
4.522743 51
4.540257 11
4.548117 52
4.569427 2
4.582169 18
4.588317 47
4.594269 28
4.606084 35
4.639258 7
4.651591 38
4.66777 46
4.700647 20
4.703384 3
4.765508 8
4.779341 25
4.809063 9
4.832267 16
4.83744 44
4.840837 19
4.849853 32
4.855979 50
4.860443 1
4.871201 54
4.887427 10
4.892903 23
4.895706 40
4.900129 26
4.908592 4
4.910478 29
4.91672 53
4.922792 31
4.929449 56
4.936187 6
4.938728 27
4.939277 21
4.970869 5
4.971427 59
4.996598 55
5.045426 11
5.074929 2
5.07754 15
5.091043 47
5.092214 18
5.103764 28
5.110393 35
5.142622 7
5.176414 46
5.205248 3
5.206847 20
5.266249 8
5.283623 25
5.317644 9
5.337646 16
5.343855 44
5.34893 19
5.355047 32
5.360475 50
5.36231 1
5.382178 33
5.387534 58
5.394607 10
5.396908 23
5.402901 30
5.4099 26
5.411257 4
5.416464 29
5.422223 53
5.429026 31
5.442845 6
5.472492 5
5.502253 55
5.537442 51
5.550564 11
5.560095 52
5.578539 2
5.58704 15
5.596582 18
5.606974 28
5.618638 35
5.636146 12
5.678771 46
5.707005 20
5.768424 8
5.789401 25
5.82061 9
5.851551 44
5.856475 19
5.867288 1
5.890211 33
5.892636 58
5.897088 10
5.899693 23
5.90791 30
5.909449 40
5.911981 26
5.921747 29
5.933886 56
5.937334 31
5.943111 21
5.952524 6
5.955678 27
5.980309 5
5.991668 59
6.009616 55
6.041541 51
6.056434 11
6.06935 52
6.088375 2
6.093672 15
6.103026 18
6.112076 28
6.121879 35
6.1393 12
6.183509 46
6.208292 20
6.212029 3
6.246203 34
6.269288 8
6.293622 25
6.323423 9
6.354976 44
6.362127 19
6.365742 50
6.369246 1
6.38815 54
6.398777 58
6.404542 10
6.408336 23
6.415061 4
6.419006 26
6.424101 29
6.42981 53
6.443247 22
6.446192 31
6.452031 21
6.455093 6
6.461421 27
6.483366 5
6.497989 59
6.510418 55
6.542314 51
6.546172 13
6.560595 11
6.577262 52
6.597906 2
6.608614 18
6.629453 35
6.643064 12
6.652376 7
6.656799 41
6.693281 46
6.715603 3
6.717087 20
6.777475 8
6.795951 25
6.803693 42
6.829532 9
6.856875 44
6.868359 19
6.871152 50
6.896789 54
6.899653 33
6.911121 23
6.911739 49
6.919221 4
6.923695 30
6.93033 29
6.948363 56
6.953921 31
6.957625 21
6.962953 27
6.964802 6
6.989505 5
7.012685 55
7.042538 51
7.062407 11
7.084533 52
7.095155 45
7.104506 2
7.119655 28
7.131352 35
7.150093 12
7.165687 41
7.201223 46
7.220672 3
7.223897 20
7.279376 8
7.338234 9
7.361428 44
7.37896 1
7.402131 33
7.421038 10
7.426812 30
7.433203 29
7.443837 53
7.452631 22
7.456425 56
7.461449 21
7.463572 31
7.467249 6
7.468208 27
7.498787 5
7.522733 55
7.544226 51
7.568002 11
7.586403 52
7.613643 47
7.615551 15
7.629425 28
7.635813 35
7.664839 7
7.701261 46
7.725588 3
7.726527 20
7.789241 8
7.84773 9
7.881394 50
7.883642 32
7.901588 54
7.905067 33
7.908347 58
7.920639 49
7.927364 10
7.929824 40
7.930684 4
7.934751 30
7.942881 29
7.958497 22
7.963015 21
8.007794 5
8.028387 55
8.04564 51
8.049261 24
8.092697 52
8.120027 2
8.133032 28
8.143449 35
8.160765 12
8.231053 3
8.234192 20
8.290989 8
8.318929 25
8.382418 19
8.384676 1
8.389172 32
8.407484 33
8.40875 58
8.411571 54
8.423385 36
8.427586 10
8.432342 4
8.435762 30
8.443709 29
8.455971 53
8.461251 22
8.464097 56
8.47849 6
8.480152 27
8.516924 5
8.528823 55
8.555922 24
8.578035 11
8.598808 52
8.623135 17
8.624278 2
8.665322 12
8.672542 7
8.73954 3
8.741094 20
8.790185 57
8.793043 8
8.822265 25
8.856195 9
8.873898 44
8.889504 19
8.893652 1
8.89458 32
8.908878 58
8.911575 54
8.91576 33
8.929601 49
8.931507 36
8.933115 4
8.935345 10
8.93651 23
8.937616 40
8.945226 30
8.960619 53
8.972829 21
8.979136 6
8.98032 31
8.981227 27
9.027091 5
9.034874 55
9.056697 43
9.057226 51
9.059715 24
9.072971 13
9.084729 11
9.106439 52
9.116429 48
9.128255 2
9.135453 28
9.157284 35
9.171802 12
9.179262 7
9.216846 46
9.244578 3
9.245189 20
9.285328 34
9.301627 8
9.326181 25
9.364379 9
9.382968 44
9.390396 19
9.395305 1
9.420886 54
9.436761 36
9.440096 26
9.441366 10
9.441944 4
9.45391 29
9.454598 30
9.462119 22
9.469112 53
9.47006 56
9.474731 21
9.480728 6
9.533962 5
9.540254 55
9.560794 43
9.610024 52
9.624713 45
9.63851 28
9.640317 18
9.672362 12
9.682384 41
9.720515 46
9.747025 20
9.747999 3
9.791074 37
9.803832 8
9.837708 42
9.868657 9
9.886515 44
9.89791 50
9.900443 19
9.914977 32
9.926637 33
9.927359 54
9.937464 49
9.941954 4
9.946754 26
9.949797 10
9.958552 29
9.961041 30
9.97257 53
9.980813 21
9.991249 27
9.993763 31
10.035462 5
10.042002 55
10.064617 43
10.080462 13
10.086667 14
10.091465 11
10.111985 52
10.133889 2
10.13841 47
10.143799 18
10.168374 35
10.176462 12
10.186019 7
10.250138 3
10.254385 20
10.305109 57
10.31382 8
10.342996 42
10.375772 9
10.382613 16
10.395646 44
10.406911 1
10.410368 19
10.419225 32
10.432215 54
10.441625 49
10.444222 4
10.450599 10
10.453256 40
10.458862 29
10.47844 53
10.481212 60
10.482104 21
10.487008 56
10.488734 6
10.499617 27
10.502895 31
10.53037 59
10.541601 5
10.543902 55
10.572132 43
10.57979 24
10.589655 13
10.599685 11
10.620477 52
10.637469 2
10.643516 47
10.644686 17
10.648414 15
10.652409 18
10.678482 35
10.68169 12
10.688589 7
10.690546 41
10.721877 38
10.72819 46
10.751576 3
10.761135 20
10.811466 57
10.88536 9
10.888876 16
10.900718 44
10.908914 50
10.919133 19
10.92387 32
10.93524 54
10.941816 33
10.943001 36
10.947894 4
10.952469 10
10.959629 29
10.96672 23
10.977955 30
10.979669 53
10.990749 21
10.995742 56
11.004017 27
11.007603 31
11.035653 59
11.050151 5
11.071243 51
11.077786 43
11.130006 52
11.142393 45
11.144619 2
11.146364 47
11.155465 18
11.156744 28
11.181265 35
11.193264 7
11.234483 46
11.255821 3
11.2641 20
11.303935 34
11.323389 8
11.347703 25
11.35528 42
11.391957 9
11.393645 16
11.402891 44
11.412738 50
11.423717 19
11.430681 32
11.443605 54
11.447987 33
11.449231 36
11.455254 10
11.47857 30
11.487949 53
11.497625 6
11.501119 56
11.513684 31
11.536786 59
11.548589 55
11.55217 5
11.577051 51
11.579442 43
11.596474 13
11.617865 11
11.635354 52
11.648107 2
11.65204 45
11.667385 15
11.686703 35
11.693545 7
11.695595 41
11.725678 38
11.740625 46
11.757563 3
11.764899 20
11.804155 34
11.827609 8
11.86243 42
11.895472 9
11.898474 16
11.906499 44
11.913052 50
11.928133 1
11.930224 19
11.931115 32
11.935923 58
11.952814 33
11.954323 4
11.960725 10
11.97044 29
11.974724 40
11.981442 30
11.996717 53
11.998763 21
11.999736 6
12.001216 56
12.004639 27
12.019643 31
12.038774 59
12.051679 55
12.057027 5
12.085788 51
12.095197 24
12.10954 14
12.119127 11
12.136125 48
12.138536 52
12.15422 2
12.16121 28
12.161825 47
12.165209 18
12.192952 12
12.193545 35
12.197464 41
12.265989 3
12.305533 34
12.332439 8
12.357579 25
12.398407 9
12.400435 16
12.416514 44
12.418097 50
12.433989 32
12.436438 1
12.439316 58
12.457842 4
12.460915 54
12.462657 10
12.474655 29
12.475346 26
12.479987 23
12.481416 30
12.499107 53
12.499637 60
12.508111 21
12.509354 6
12.511512 27
12.525906 31
12.552878 55
12.563258 5
12.589132 43
12.591993 51
12.619352 11
12.644769 52
12.660363 2
12.670828 28
12.676254 15
12.694077 7
12.697968 12
12.702689 41
12.742326 38
12.76645 3
12.809414 34
12.833175 57
12.834401 8
12.871205 42
12.910207 16
12.937847 1
12.940064 19
12.958736 36
12.96125 33
12.966549 4
12.96809 54
12.982579 30
12.983178 49
12.989047 40
12.999583 22
13.000337 53
13.012362 21
13.013265 6
13.015089 27
13.018531 56
13.025975 31
13.050897 59
13.053314 55
13.069183 5
13.089201 43
13.09475 51
13.113211 14
13.12214 11
13.151644 52
13.165142 45
13.169246 18
13.170503 2
13.177883 28
13.180414 15
13.19805 7
13.198955 12
13.212187 41
13.243555 38
13.274051 3
13.280814 20
13.314394 34
13.33822 57
13.344175 8
13.380216 42
13.407573 9
13.419645 16
13.421747 50
13.42657 39
13.442146 19
13.445994 32
13.461091 36
13.465834 33
13.467627 4
13.491233 29
13.492911 23
13.513563 60
13.514338 6
13.521528 56
13.529432 31
13.55673 59
13.558144 55
13.575749 5
13.613459 14
13.619481 13
13.624013 11
13.647407 48
13.654429 52
13.671536 17
13.672161 2
13.679351 18
13.684052 28
13.688053 15
13.705648 12
13.70709 7
13.713842 41
13.76821 46
13.778662 3
13.786954 20
13.84171 57
13.849859 8
13.880862 25
13.886144 42
13.914903 9
13.943312 19
13.946306 32
13.952992 1
13.957065 58
13.963872 36
13.966603 33
13.968034 4
13.969334 10
13.97942 54
13.989667 49
13.995038 30
13.999294 29
14.000806 40
14.009332 22
14.014862 6
14.015706 53
14.02367 60
14.030963 56
14.039602 31
14.065187 59
14.067521 55
14.077768 5
14.090102 43
14.101209 51
14.114867 14
14.127625 11
