Timestamp Beacon
0.00139 26
0.028214 31
0.060753 21
0.065154 48
0.120977 56
0.133653 9
0.148969 34
0.156661 25
0.1614 49
0.176858 6
0.184461 24
0.195758 7
0.221549 53
0.247521 36
0.254944 52
0.268005 17
0.27799 2
0.278832 30
0.412694 4
0.477757 28
0.521271 33
0.550103 10
0.561648 27
0.586805 43
0.681191 8
0.69095 14
0.74976 32
0.779559 3
0.78817 1
0.79068 42
0.827819 50
0.88106 55
1.006406 26
1.035859 31
1.070781 21
1.127794 56
1.143368 9
1.158969 25
1.198883 7
1.223582 53
1.253725 36
1.264725 52
1.284752 2
1.286591 30
1.339848 45
1.42022 4
1.483199 28
1.553507 10
1.563858 27
1.687555 8
1.694467 14
1.784783 3
1.797106 42
1.79828 1
1.83687 50
1.888127 55
2.012856 26
2.044969 31
2.069698 48
2.076689 21
2.134397 56
2.148597 9
2.159641 34
2.161369 25
2.169588 49
2.184294 6
2.197011 54
2.201219 24
2.260326 36
2.289376 30
2.290874 2
2.346508 45
2.421491 4
2.486262 28
2.523861 44
2.555601 58
2.570217 27
2.598341 43
2.690776 8
2.699022 14
2.759046 11
2.787016 3
2.797183 42
2.838627 50
2.890921 55
3.014515 26
3.048555 31
3.075632 48
3.08214 21
3.140756 56
3.151568 9
3.164779 34
3.169323 25
3.179403 49
3.185127 6
3.197995 54
3.208002 7
3.209659 24
3.2325 53
3.262533 36
3.280442 52
3.285516 17
3.289811 30
3.300291 2
3.350208 45
3.421693 4
3.490086 28
3.527108 44
3.561597 10
3.565225 58
3.574441 27
3.607695 43
3.691129 8
3.796481 3
3.798238 42
3.805286 1
3.839103 50
3.842914 46
3.847699 20
3.898018 55
3.993104 35
4.020904 26
4.053179 31
4.08297 48
4.140982 56
4.151823 9
4.166957 34
4.169769 25
4.182902 49
4.194659 6
4.20795 54
4.216101 7
4.21935 24
4.271209 36
4.282747 52
4.29049 30
4.306259 2
4.429128 4
4.482959 59
4.493789 28
4.535024 44
4.616256 43
4.696029 8
4.713289 14
4.768275 11
4.797342 3
4.798407 42
4.80917 1
4.841654 50
4.855246 20
4.903925 55
5.000501 35
5.06296 31
5.083289 48
5.085163 38
5.096306 21
5.141482 56
5.159066 9
5.193503 57
5.197995 6
5.211833 54
5.225482 7
5.227057 24
5.241907 53
5.282977 52
5.297242 30
5.310122 2
5.3584 45
5.435098 4
5.486812 59
5.495844 28
5.538516 44
5.565811 10
5.578524 58
5.584536 27
5.619201 43
5.697877 8
5.722207 14
5.772752 11
5.800072 42
5.800917 3
5.817266 1
5.85936 46
5.863588 20
5.904918 55
6.005487 35
6.037069 26
6.067217 31
6.098399 21
6.14424 56
6.162128 9
6.182624 25
6.190113 49
6.215075 54
6.230377 7
6.233635 24
6.246533 53
6.280352 36
6.291506 52
6.306954 30
6.313406 2
6.367837 45
6.436064 4
6.490971 59
6.559551 33
6.701891 8
6.775826 11
6.808552 3
6.821821 1
6.847733 50
7.013341 35
7.044892 26
7.070071 31
7.093113 48
7.098753 21
7.145992 56
7.184781 34
7.190608 25
7.193276 49
7.202196 6
7.222009 54
7.233746 7
7.248353 53
7.288204 36
7.295019 17
7.296222 52
7.310441 30
7.31913 2
7.37056 45
7.444261 4
