Timestamp Beacon
0.078659 8
0.0812 21
0.096892 2
0.101167 55
0.104721 53
0.127586 31
0.136749 3
0.138879 28
0.150458 27
0.180248 8
0.197505 2
0.202307 4
0.204873 29
0.207163 53
0.208157 55
0.235566 5
0.243518 28
0.245844 3
0.25232 27
0.282206 52
0.287695 8
0.288619 21
0.299429 2
0.31186 4
0.314078 55
0.315985 53
0.324819 46
0.348982 28
0.35561 3
0.35693 27
0.385304 25
0.392335 8
0.394999 21
0.402879 2
0.411222 29
0.414334 4
0.4182 55
0.424043 53
0.446858 5
0.455849 28
0.462995 3
0.4663 27
0.493497 8
0.502973 2
0.515922 29
0.522575 4
0.524794 55
0.55223 5
0.558902 28
0.565895 3
0.587825 52
0.597465 8
0.602175 21
0.611855 2
0.619951 29
0.629739 55
0.631122 4
0.636559 53
0.657389 5
0.666597 3
0.681096 20
0.695731 52
0.700264 25
0.701709 8
0.703122 21
0.714176 2
0.724407 29
0.734572 4
0.735081 55
0.744862 43
0.747218 31
0.766781 3
0.816588 2
0.841868 4
0.844115 55
0.844619 53
0.854659 43
0.855795 31
0.867266 28
0.871695 3
0.889069 27
0.911803 25
0.913342 52
0.916208 8
0.920765 21
0.924616 2
0.935639 29
0.945532 4
0.946726 53
0.950187 46
0.95817 43
0.960587 31
0.974991 3
1.014167 52
1.017176 25
1.024724 8
1.027419 21
1.034169 2
1.038081 29
1.052644 4
1.071705 5
1.075358 3
1.103415 27
1.12131 52
1.131531 8
1.135752 21
1.141652 29
1.143692 2
1.157559 4
1.162461 55
1.175246 5
1.178044 3
1.229234 25
1.235743 8
1.238958 21
1.244244 2
1.263043 55
1.264473 46
1.265312 4
1.28138 5
1.282137 31
1.284178 3
1.295834 28
1.317485 27
1.339143 21
1.341421 8
1.347755 2
1.357882 29
1.368885 4
1.376547 43
1.381595 5
1.38482 3
1.391171 31
1.401938 28
1.414397 20
1.42417 27
1.434925 52
1.446306 8
1.44772 21
1.451693 2
1.46823 46
1.470217 55
1.471633 4
1.485227 5
1.498497 31
1.511857 28
1.518701 20
1.542129 52
1.554015 2
1.555687 21
1.568174 29
1.570494 55
1.579604 53
1.580759 4
1.59002 5
1.600207 31
1.614543 28
1.626666 20
1.648356 52
1.657844 8
1.660303 2
1.661273 21
1.679071 55
1.6836 4
1.691162 3
1.698962 5
1.714575 28
1.742117 27
1.74557 25
1.752507 52
1.763198 21
1.763949 8
1.766194 2
1.784993 55
1.789338 4
1.790991 53
1.791843 43
1.800721 3
1.804547 5
1.816438 28
1.835122 20
1.845658 27
1.854147 25
1.86624 8
1.870249 21
1.872299 2
1.883799 46
1.886364 29
1.892166 55
1.895474 4
1.898744 53
1.905024 3
1.906074 5
1.916622 28
1.972711 8
1.97639 2
1.98554 46
1.993724 55
2.002465 4
2.01064 3
2.017211 31
2.022787 28
2.074281 21
2.076649 8
